image_id,satellite,aoi,customer,is_internal,bandset,queue,attempt,is_reprocess,t_acq,t_trigger,t_proc_end,t_qa,t_upload,t_deadline,last_ts,cloud_status,cloud_pct,cloud_excluded,target_status,plan_coverage_pct,qc_status,image_complete,proc_state,proc_terminal,proc_kind,fail_reason_raw,processable,non_processable_reason,delivered,delivered_secondary,ambiguous_success,ambiguous_reason,customer_visible_status,priority,sla_hours,strip_fulfillment,solar_zenith,solar_azimuth,sat_zenith,sat_azimuth,off_nadir,offset_north_km,offset_east_km,relative_light,bbr_flag,notes,dur_queue_h,dur_processing_h,dur_qc_queue_h,dur_qc_deliver_h,dur_e2e_h,n_attempt_rows,max_attempt,reprocessed,reprocess_success,first_attempt_qc,first_pass_success,censored,stale,age_h,met_sla
FF02_20260614_1060_ODISH,FF02,Odisha Mining Belt,MineralsCo,False,Vegetation,science_debug,1,False,2026-06-14 07:40:00,2026-06-14 12:15:35,2026-06-14 14:33:35,2026-06-14 16:25:35,2026-06-14 15:39:35,2026-06-16 07:40:00,2026-06-14 16:25:35,Clear,14.9,False,Captured,88.3,Pass,Complete,Delivered,True,success,,True,,True,True,False,,Delivered,Standard,48,Unknown,43.7,222.2,2.6,244.6,3.0,-1.5,1.2,Medium,False,Check if cloudy should be excluded from KPI,4.59,2.3,1.87,,7.99,1,1,False,False,Pass,True,False,False,,True
FF01_20260614_1040_GUJAR,FF01,Gujarat Salt Pans,MineralsCo,False,Vegetation,priority,1,False,2026-06-14 17:10:00,2026-06-14 22:19:40,2026-06-15 00:13:40,2026-06-15 00:28:40,,2026-06-15 01:10:00,2026-06-15 00:28:40,Clear,26.1,False,Captured,97.0,Pass_With_Note,Complete,In_QC,False,inflight,low SNR but accepted,True,,False,False,True,low_snr_accepted,Internal review,P0,8,Fulfilled,46.3,157.8,19.9,132.3,20.0,-7.4,5.9,High,False,,5.16,1.9,0.25,,,1,1,False,False,Pass_With_Note,True,True,True,370.24,
FF01_20260614_1033_BENGA,FF01,Bengaluru Urban,Internal Demo,True,Vegetation,science_debug,2,True,2026-06-14 18:10:00,2026-06-15 10:56:00,2026-06-15 20:42:00,2026-06-16 01:01:00,2026-06-15 21:48:00,2026-06-15 18:10:00,2026-06-16 01:01:00,Partly_Cloudy,49.3,False,Captured,83.1,Pass_With_Note,Complete,Processed_Pre_Delivery,False,inflight,,True,,True,False,True,"delivery_signal_mismatch(upload=True,cvs/pstate=False)",At risk,P2,24,Fulfilled,54.5,195.3,8.5,254.2,9.0,4.3,5.2,High,False,Reprocess attempt,16.77,9.77,4.32,,27.63,2,2,True,True,Pass,False,False,False,,False
FF03_20260614_1031_PUNJA,FF03,Punjab Wheat Belt,FoodSecurity Lab,False,Vegetation,science_debug,1,False,2026-06-14 21:10:00,2026-06-15 01:06:59,2026-06-15 06:17:59,2026-06-15 08:00:59,,2026-06-15 21:10:00,2026-06-15 08:00:59,Partly_Cloudy,38.8,False,Captured,96.1,Pass_With_Note,Complete,Processing_Failed,True,defect,Bright banding,True,,False,False,True,qc_pass_but_processing_failed,Delayed,P2,24,Fulfilled,29.2,182.0,11.5,65.8,10.3,-1.4,6.1,Low,True,Duplicate row from reprocess attempt,3.95,5.18,1.72,,,1,1,False,False,Pass_With_Note,True,False,False,,
FF01_20260615_1069_ODISH,FF01,Odisha Mining Belt,MineralsCo,False,Water/Coastal,default,3,True,2026-06-15 04:05:00,2026-06-16 06:48:29,2026-06-16 13:22:29,2026-06-16 15:46:29,2026-06-16 16:28:29,2026-06-17 04:05:00,2026-06-16 16:28:29,Partly_Cloudy,31.1,False,Captured,90.5,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,On track,Standard,48,Fulfilled,31.7,239.1,5.0,144.3,4.7,-1.5,-2.4,Medium,False,Duplicate row from reprocess attempt,26.72,6.57,2.4,0.7,36.39,3,3,True,True,Pass,False,False,False,,True
FF01_20260615_1092_AMAZO,FF01,Amazon Forest,ForestWatch,False,Water/Coastal,science_debug,1,False,2026-06-15 16:00:00,2026-06-15 21:37:21,2026-06-15 22:10:21,2026-06-16 03:02:21,2026-06-16 00:23:21,2026-06-16 08:00:00,2026-06-16 03:02:21,Clear,26.9,False,Partial_Capture,41.6,Pass,Complete,Delivered,True,success,low SNR but accepted,True,,True,True,True,low_snr_accepted,Delivered,P1,16,Fulfilled,25.9,244.9,10.6,305.2,9.5,5.7,7.0,High,False,,5.62,0.55,4.87,,8.39,1,1,False,False,Pass,True,False,False,,True
FF01_20260615_1082_NILED,FF01,Nile Delta Farms,AgriSense,False,Vegetation,priority,2,True,2026-06-15 18:50:00,2026-06-16 10:42:54,2026-06-16 16:59:54,,2026-06-16 17:52:54,2026-06-16 18:50:00,2026-06-16 17:52:54,Clear,14.7,False,Captured,91.2,Pass,Complete,Delivered,True,success,minor haze,True,,True,True,False,,Delivered,P2,24,Fulfilled,37.6,138.3,10.7,185.4,10.0,-5.6,3.8,High,False,Duplicate row from reprocess attempt,15.88,6.28,,,23.05,2,2,True,True,Pass,False,False,False,,True
FF01_20260615_1094_ODISH,FF01,Odisha Mining Belt,MineralsCo,False,Standard_RGB,priority,1,False,2026-06-15 20:10:00,2026-06-16 03:24:36,2026-06-16 10:03:36,2026-06-16 12:24:36,2026-06-16 13:07:36,2026-06-16 12:10:00,2026-06-16 13:07:36,Partly_Cloudy,65.3,True,Captured,88.9,Pass,Complete,Delivered,True,success,low SNR but accepted,True,,True,True,True,low_snr_accepted,At risk,P1,16,Fulfilled,35.7,234.8,5.3,254.8,5.6,1.4,-4.2,Very_Low,False,Customer asked for quick update,7.24,6.65,2.35,0.72,16.96,1,1,False,False,Pass,True,False,False,,False
FF03_20260616_1025_ODISH,FF03,Odisha Mining Belt,MineralsCo,False,Standard_RGB,default,1,False,2026-06-16 06:35:00,2026-06-16 08:08:45,2026-06-16 11:35:45,2026-06-16 16:43:45,2026-06-16 13:19:45,2026-06-16 22:35:00,2026-06-16 16:43:45,Clear,18.8,False,Captured,87.2,Pass,Complete,Delivered,True,success,,True,,True,True,False,,On track,P1,16,Fulfilled,18.2,120.4,9.7,294.8,9.8,1.3,6.4,Low,False,AOI edge clipped,1.56,3.45,5.13,,6.75,1,1,False,False,Pass,True,False,False,,True
FF03_20260616_1017_SAHAR,FF03,Sahara PICS,Calibration,True,Vegetation,manual_retry,1,False,2026-06-16 13:25:00,2026-06-16 18:25:55,2026-06-16 21:35:55,2026-06-17 04:20:55,,2026-06-18 13:25:00,2026-06-17 04:20:55,Clear,16.7,False,Captured,85.0,Pass,Complete,In_QC,False,inflight,,True,,False,False,False,,At risk,Standard,48,Fulfilled,53.8,257.2,2.6,146.2,1.7,7.6,-1.2,Medium,False,High off-nadir; review BRDF/artifact risk,5.02,3.17,6.75,,,1,1,False,False,Pass,True,True,True,318.37,
FF03_20260616_1085_ODISH,FF03,Odisha Mining Belt,MineralsCo,False,VNIR_FULL,default,1,False,2026-06-16 20:15:00,2026-06-16 22:32:57,2026-06-17 04:53:57,2026-06-17 11:49:57,,2026-06-18 20:15:00,2026-06-17 11:49:57,Partly_Cloudy,67.6,True,Partial_Capture,65.0,Pending,Complete,Processed_Pre_Delivery,False,inflight,,True,,False,False,False,,Internal review,Standard,48,Fulfilled,27.7,136.4,22.7,36.7,23.0,2.1,2.5,High,False,Customer asked for quick update,2.3,6.35,6.93,,,1,1,False,False,Pending,False,True,True,310.89,
FF02_20260616_1007_MADHY,FF02,Madhya Pradesh Soy,AgriSense,False,Vegetation,priority,1,False,2026-06-16 21:15:00,2026-06-16 22:45:24,2026-06-17 05:03:24,2026-06-17 10:23:24,,2026-06-18 21:15:00,2026-06-17 10:23:24,Clear,14.7,False,Captured,92.6,Fail,Partial,In_QC,False,inflight,Bright banding,True,,False,False,False,,Internal review,Standard,48,Fulfilled,43.8,127.4,2.7,44.5,1.7,4.2,2.5,High,True,Potential BBR recurring issue,1.51,6.3,5.33,,,1,1,False,False,Fail,False,True,True,312.33,
FF02_20260616_1048_ODISH,FF02,Odisha Mining Belt,MineralsCo,False,Standard_RGB,manual_retry,3,True,2026-06-16 22:45:00,2026-06-17 14:50:41,2026-06-18 02:45:41,2026-06-18 07:17:41,2026-06-18 04:30:41,2026-06-18 22:45:00,2026-06-18 07:17:41,Clear,15.8,False,Captured,94.2,Pass,Complete,Delivered,True,success,low SNR but accepted,True,,True,True,True,low_snr_accepted,On track,Unknown,48,Partially_Fulfilled,49.4,96.6,8.8,183.2,7.9,7.7,8.0,High,False,Duplicate row from reprocess attempt,16.09,11.92,4.53,,29.76,3,3,True,True,Pass,False,False,False,,True
FF01_20260617_1075_GUJAR,FF01,Gujarat Salt Pans,MineralsCo,False,Vegetation,priority,1,False,2026-06-17 08:55:00,2026-06-17 10:08:46,2026-06-17 17:54:46,2026-06-18 00:06:46,2026-06-17 19:47:46,2026-06-19 08:55:00,2026-06-18 00:06:46,Partly_Cloudy,68.2,True,Captured,93.9,Pass,Partial,Delivered,True,success,,True,,True,True,False,,Delivered,Standard,48,Fulfilled,37.4,232.0,9.4,147.0,9.4,6.0,-3.6,High,False,Duplicate row from reprocess attempt,1.23,7.77,6.2,,10.88,1,1,False,False,Pass,True,False,False,,True
FF01_20260617_1065_KUTCH,FF01,Kutch Coastal,CoastWatch,False,Vegetation,default,1,False,2026-06-17 11:05:00,2026-06-17 15:54:36,2026-06-17 17:11:36,,2026-06-17 20:01:36,2026-06-17 19:05:00,2026-06-17 20:01:36,Partly_Cloudy,33.9,False,Captured,95.7,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,On track,P0,8,Fulfilled,49.9,252.5,14.5,322.2,14.8,-3.6,7.1,Medium,False,Customer asked for quick update,4.83,1.28,,,8.94,1,1,False,False,Pass_With_Note,True,False,False,,False
FF02_20260618_1053_NILED,FF02,Nile Delta Farms,AgriSense,False,Standard_RGB,default,3,True,2026-06-18 13:55:00,2026-06-20 02:03:20,2026-06-20 09:08:20,2026-06-20 13:24:20,2026-06-20 11:52:20,2026-06-20 13:55:00,2026-06-20 13:24:20,Partly_Cloudy,34.3,False,Captured,91.9,Pass,Complete,Delivered,True,success,minor haze,True,,True,True,False,,Delivered,Unknown,48,Fulfilled,41.2,138.4,9.6,305.2,10.8,-4.9,-4.6,Medium,False,Manual retry after QC fail,36.14,7.08,4.27,,45.96,3,3,True,True,Pass,False,False,False,,True
FF03_20260619_1041_NILED,FF03,Nile Delta Farms,AgriSense,False,Standard_RGB,nightly_reprocess,1,False,2026-06-19 16:20:00,2026-06-19 18:14:55,2026-06-19 23:01:55,2026-06-20 00:21:55,,2026-06-21 16:20:00,2026-06-20 00:21:55,Clear,21.1,False,Not_Captured,0.0,Not_Applicable,Incomplete,Non_Processable,True,nonproc,,False,not_captured,False,False,False,,Delayed,Unknown,48,Fulfilled,52.5,256.6,11.3,250.2,11.9,-3.6,2.9,Medium,False,,1.92,4.78,1.33,,,1,1,False,False,Not_Applicable,False,False,False,,
FF01_20260620_1077_MADHY,FF01,Madhya Pradesh Soy,AgriSense,False,RedEdge,manual_retry,2,True,2026-06-20 08:00:00,2026-06-21 10:29:06,2026-06-21 16:09:06,2026-06-21 19:55:06,2026-06-21 17:55:06,2026-06-20 16:00:00,2026-06-21 19:55:06,Clear,11.3,False,Captured,86.8,Pass_With_Note,Complete,Processed_Pre_Delivery,False,inflight,,True,,True,False,True,"delivery_signal_mismatch(upload=True,cvs/pstate=False)",Delayed,P0,8,Unknown,22.6,189.7,14.7,182.7,14.7,-6.6,-2.1,Medium,False,Duplicate row from reprocess attempt,26.48,5.67,3.77,,33.92,2,2,True,True,Pass,False,False,False,,False
FF03_20260620_1013_SAHAR,FF03,Sahara PICS,Calibration,True,Vegetation,science_debug,1,False,2026-06-20 16:45:00,2026-06-20 18:48:20,2026-06-20 21:41:20,2026-06-20 23:50:20,2026-06-20 23:19:20,2026-06-21 04:45:00,2026-06-20 23:50:20,Clear,21.4,False,Captured,89.5,Pass,Complete,Delivered,True,success,,True,,True,True,False,,On track,P1,12,Fulfilled,37.3,217.1,22.8,178.0,23.4,4.7,-0.1,High,False,Downlink delay suspected,2.06,2.88,2.15,,6.57,1,1,False,False,Pass,True,False,False,,True
FF03_20260620_1050_ANDHR,FF03,Andhra Aquaculture,AquaMaps,False,RedEdge,manual_retry,1,False,2026-06-20 18:30:00,2026-06-20 21:34:05,2026-06-21 01:31:05,2026-06-21 03:09:05,2026-06-21 01:57:05,2026-06-22 18:30:00,2026-06-21 03:09:05,Clear,6.5,False,Captured,85.8,Pending,Complete,Delivered,True,success,low SNR but accepted,True,,True,True,True,low_snr_accepted,Delivered,Standard,48,Fulfilled,61.1,239.8,21.5,285.5,20.8,4.4,-3.8,Medium,False,AOI edge clipped,3.07,3.95,1.63,,7.45,1,1,False,False,Pending,False,False,False,,True
FF02_20260621_1044_SAHAR,FF02,Sahara PICS,Calibration,True,VNIR_FULL,science_debug,1,False,2026-06-21 07:10:00,2026-06-21 13:13:46,2026-06-21 14:21:00,2026-06-21 15:59:46,2026-06-21 16:28:46,2026-06-22 07:10:00,2026-06-21 16:28:46,Clear,21.1,False,Captured,85.2,Pass_With_Note,Complete,Processed_Pre_Delivery,False,inflight,minor haze,True,,True,False,True,"delivery_signal_mismatch(upload=True,cvs/pstate=False)",On track,P2,24,Fulfilled,51.9,154.1,9.0,81.3,8.5,-0.8,-2.4,Medium,True,Potential BBR recurring issue,6.06,1.12,1.65,0.48,9.31,1,1,False,False,Pass_With_Note,True,False,False,,True
FF03_20260621_1023_NILED,FF03,Nile Delta Farms,AgriSense,False,Vegetation,default,2,True,2026-06-21 18:45:00,2026-06-22 07:52:29,2026-06-22 17:32:29,2026-06-22 21:32:29,2026-06-22 20:45:29,2026-06-23 18:45:00,2026-06-22 21:32:29,Clear,11.4,False,Captured,83.8,Pass_With_Note,Complete,Processed_Pre_Delivery,False,inflight,,True,,True,False,True,"delivery_signal_mismatch(upload=True,cvs/pstate=False)",On track,Standard,48,Fulfilled,30.8,85.2,13.3,199.8,12.3,-3.1,1.1,Medium,False,Duplicate row from reprocess attempt,13.12,9.67,4.0,,26.01,2,2,True,True,Pass_With_Note,False,False,False,,True
FF02_20260621_1061_ANDHR,FF02,Andhra Aquaculture,AquaMaps,False,VNIR_FULL,manual_retry,1,False,2026-06-21 19:55:00,2026-06-21 21:14:56,2026-06-22 03:12:56,2026-06-22 08:35:56,2026-06-22 05:30:56,2026-06-22 03:55:00,2026-06-22 08:35:56,Clear,22.0,False,Captured,99.5,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,At risk,P0,8,Fulfilled,55.9,107.9,4.7,344.6,5.5,5.0,3.9,Very_Low,True,Potential BBR recurring issue,1.33,5.97,5.38,,9.6,1,1,False,False,Pass_With_Note,True,False,False,,False
FF01_20260622_1006_RAJAS,FF01,Rajasthan Crop Belt,AgriSense,False,Vegetation,default,1,False,2026-06-22 06:50:00,2026-06-22 08:07:21,2026-06-22 11:59:21,2026-06-22 17:07:21,2026-06-22 12:50:21,2026-06-22 18:50:00,2026-06-22 17:07:21,Clear,12.5,False,Captured,90.6,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,Delivered,P1,12,Fulfilled,59.3,190.6,7.5,251.9,8.3,-5.2,-2.8,Medium,False,Check if cloudy should be excluded from KPI,1.29,3.87,5.13,,6.01,1,1,False,False,Pass_With_Note,True,False,False,,True
FF03_20260622_1076_ODISH,FF03,Odisha Mining Belt,MineralsCo,False,Vegetation,science_debug,1,False,2026-06-22 09:15:00,2026-06-22 13:13:33,2026-06-22 19:31:33,2026-06-22 23:04:33,2026-06-22 21:41:33,2026-06-23 01:15:00,2026-06-22 23:04:33,Partly_Cloudy,35.1,False,Captured,83.9,Pass,Complete,Processed_Pre_Delivery,False,inflight,,True,,True,True,False,,Delivered,P1,16,Partially_Fulfilled,28.3,135.7,16.9,165.4,17.0,0.8,-0.9,High,False,,3.98,6.3,3.55,,12.44,1,1,False,False,Pass,True,False,False,,True
FF03_20260622_1059_GUJAR,FF03,Gujarat Salt Pans,MineralsCo,False,Vegetation,science_debug,1,False,2026-06-22 09:40:00,2026-06-22 13:42:20,2026-06-22 15:56:20,2026-06-22 17:32:20,2026-06-22 17:22:20,2026-06-24 09:40:00,2026-06-22 17:32:20,Partly_Cloudy,33.5,False,Captured,97.3,Pass_With_Note,Complete,Delivered,True,success,minor haze,True,,True,True,False,,On track,Unknown,48,Fulfilled,30.4,253.0,6.5,317.4,6.2,-5.5,0.9,Medium,False,,4.04,2.23,1.6,,7.71,1,1,False,False,Pass_With_Note,True,False,False,,True
FF01_20260622_1046_PUNJA,FF01,Punjab Wheat Belt,FoodSecurity Lab,False,VNIR_FULL,priority,1,False,2026-06-22 14:30:00,2026-06-22 20:40:15,2026-06-22 22:11:15,,2026-06-22 23:00:15,2026-06-24 14:30:00,2026-06-22 23:00:15,Partly_Cloudy,35.0,False,Captured,90.4,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,Delivered,Standard,48,Fulfilled,20.8,82.3,7.8,128.8,8.1,-6.6,-1.6,Medium,False,Downlink delay suspected,6.17,1.52,,,8.5,1,1,False,False,Pass_With_Note,True,False,False,,True
FF01_20260623_1063_BENGA,FF01,Bengaluru Urban,Internal Demo,True,VNIR_FULL,default,3,True,2026-06-23 04:55:00,2026-06-24 11:06:09,2026-06-24 19:17:09,2026-06-24 21:27:09,,2026-06-23 12:55:00,2026-06-24 21:27:09,Partly_Cloudy,67.4,True,Captured,96.0,Pass_With_Note,Partial,Processing_Failed,True,defect,bbr severe,True,,False,False,True,qc_pass_but_processing_failed,At risk,P0,8,Not_Fulfilled,40.8,167.2,15.6,299.4,14.5,7.7,-0.1,Medium,True,Manual retry after QC fail,30.19,8.18,2.17,,,3,3,True,True,Fail,False,False,False,,
FF01_20260623_1004_KUTCH,FF01,Kutch Coastal,CoastWatch,False,Vegetation,manual_retry,1,False,2026-06-23 15:20:00,2026-06-23 18:53:59,2026-06-23 21:02:59,2026-06-23 22:37:59,2026-06-23 21:57:59,2026-06-24 15:20:00,2026-06-23 22:37:59,Clear,1.2,False,Captured,95.4,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,On track,P2,24,Fulfilled,57.8,133.8,21.3,248.7,21.1,2.2,6.1,High,False,Duplicate row from reprocess attempt,3.57,2.15,1.58,,6.63,1,1,False,False,Pass_With_Note,True,False,False,,True
FF02_20260623_1010_GUJAR,FF02,Gujarat Salt Pans,MineralsCo,False,Vegetation,priority,1,False,2026-06-23 17:05:00,2026-06-24 00:28:58,2026-06-24 02:58:58,2026-06-24 05:48:58,2026-06-24 06:52:58,2026-06-25 17:05:00,2026-06-24 06:52:58,Clear,20.1,False,Captured,84.5,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,On track,Unknown,48,Fulfilled,37.4,133.8,14.3,172.8,14.4,0.4,0.1,Medium,False,Duplicate row from reprocess attempt,7.4,2.5,2.83,1.07,13.8,1,1,False,False,Pass_With_Note,True,False,False,,True
FF01_20260624_1054_SAHAR,FF01,Sahara PICS,Calibration,True,Vegetation,nightly_reprocess,1,False,2026-06-24 16:55:00,2026-06-24 19:20:18,2026-06-25 03:32:18,2026-06-25 09:36:18,,2026-06-25 08:55:00,2026-06-25 09:36:18,Clear,3.3,False,Captured,84.0,Fail,Complete,In_QC,False,inflight,ISOFIT crash,True,,False,False,False,,Delayed,P1,16,Partially_Fulfilled,57.9,151.4,8.6,151.3,9.6,-4.7,2.2,Low,False,AOI edge clipped,2.42,8.2,6.07,,,1,1,False,False,Fail,False,True,True,121.12,
FF03_20260624_1047_ODISH,FF03,Odisha Mining Belt,MineralsCo,False,Vegetation,priority,1,False,2026-06-24 17:45:00,2026-06-24 19:10:12,2026-06-24 23:13:12,2026-06-25 02:31:12,,2026-06-25 05:45:00,2026-06-25 02:31:12,Partly_Cloudy,38.2,False,Captured,86.1,Pending,Complete,Delivered,True,success,,True,,False,True,True,"delivery_signal_mismatch(upload=False,cvs/pstate=True)",At risk,P1,12,Fulfilled,54.2,151.3,2.4,223.1,1.9,4.3,-6.5,Low,False,High off-nadir; review BRDF/artifact risk,1.42,4.05,3.3,,,2,1,False,False,Pending,False,True,True,128.2,
FF01_20260624_1020_GUJAR,FF01,Gujarat Salt Pans,MineralsCo,False,RedEdge,science_debug,1,False,2026-06-24 22:50:00,2026-06-25 01:04:04,2026-06-25 09:43:04,2026-06-25 11:17:04,2026-06-25 10:39:04,2026-06-25 10:50:00,2026-06-25 11:17:04,Clear,13.5,False,Captured,95.3,Pass,Strip_Incomplete,Delivered,True,success,,True,,True,True,False,,On track,P1,12,Fulfilled,39.4,175.8,17.9,103.3,19.0,1.9,-7.0,Medium,False,AOI edge clipped,2.23,8.65,1.57,,11.82,1,1,False,False,Pass,True,False,False,,True
FF02_20260625_1027_KUTCH,FF02,Kutch Coastal,CoastWatch,False,Vegetation,default,2,True,2026-06-25 05:40:00,2026-06-26 11:24:33,2026-06-26 18:10:33,2026-06-26 20:07:33,2026-06-26 19:39:33,2026-06-27 05:40:00,2026-06-26 20:07:33,Partly_Cloudy,47.3,False,Captured,87.9,Pass_With_Note,Complete,Delivered,True,success,artifact reduced,True,,True,True,False,,Delivered,Standard,48,Fulfilled,61.1,133.3,10.3,188.9,10.1,-1.7,-5.8,Low,False,Manual retry after QC fail,29.74,6.77,1.95,,37.99,2,2,True,True,Fail,False,False,False,,True
FF02_20260625_1066_KUTCH,FF02,Kutch Coastal,CoastWatch,False,RedEdge,priority,2,True,2026-06-25 06:20:00,2026-06-25 23:53:07,2026-06-26 06:11:07,2026-06-26 08:00:07,2026-06-26 06:44:07,2026-06-26 06:20:00,2026-06-26 08:00:07,Partly_Cloudy,34.8,False,Captured,89.8,Pass,Complete,Delivered,True,success,minor haze,True,,True,True,False,,At risk,P2,24,Partially_Fulfilled,21.1,93.5,6.2,36.5,5.7,-3.2,1.3,High,False,Reprocess attempt,17.55,6.3,1.82,,24.4,2,2,True,True,Pass,False,False,False,,False
FF01_20260625_1014_SAHAR,FF01,Sahara PICS,Calibration,True,VNIR_FULL,priority,2,True,2026-06-25 08:40:00,2026-06-25 19:30:17,2026-06-26 02:05:17,2026-06-26 07:45:17,,2026-06-25 16:40:00,2026-06-26 07:45:17,Clear,1.9,False,Partial_Capture,64.9,Pass,Complete,In_QC,False,inflight,minor haze,True,,False,False,False,,At risk,P0,8,Fulfilled,23.9,247.0,10.6,309.0,10.9,-2.8,2.3,Low,False,Reprocess attempt,10.84,6.58,5.67,,,2,2,True,True,Pass,False,True,True,98.97,
FF01_20260625_1072_DUBAI,FF01,Dubai Urban,UrbanAtlas,False,Water/Coastal,manual_retry,1,False,2026-06-25 10:10:00,2026-06-25 16:45:12,2026-06-25 21:29:12,2026-06-26 02:59:12,2026-06-26 00:13:12,2026-06-27 10:10:00,2026-06-26 02:59:12,Partly_Cloudy,47.7,False,Captured,93.8,Pass,Complete,Delivered,True,success,,True,,True,True,False,,On track,Standard,48,Unknown,42.3,132.0,7.4,27.7,7.7,6.2,-2.7,High,False,AOI edge clipped,6.59,4.73,5.5,,14.05,1,1,False,False,Pass,True,False,False,,True
FF01_20260625_1021_DUBAI,FF01,Dubai Urban,UrbanAtlas,False,RedEdge,manual_retry,1,False,,2026-06-25 20:00:09,2026-06-26 06:21:09,2026-06-26 07:15:09,2026-06-26 07:55:09,2026-06-27 14:05:00,2026-06-26 07:55:09,Clear,20.0,False,Captured,95.6,Pass,Complete,Processed_Pre_Delivery,False,inflight,artifact reduced,True,,True,False,True,"delivery_signal_mismatch(upload=True,cvs/pstate=False)",On track,Unknown,48,Fulfilled,55.4,126.1,12.3,277.5,13.1,-4.3,4.7,High,False,Downlink delay suspected,,10.35,0.9,0.67,,1,1,False,False,Pass,True,False,False,,True
FF02_20260625_1087_ANDHR,FF02,Andhra Aquaculture,AquaMaps,False,VNIR_FULL,science_debug,2,True,2026-06-25 15:35:00,2026-06-26 15:44:07,2026-06-27 02:29:07,2026-06-27 03:52:07,2026-06-27 06:08:07,2026-06-25 23:35:00,2026-06-27 06:08:07,Clear,27.4,False,Captured,87.7,Pass,Complete,Delivered,True,success,,True,,True,True,False,,Delayed,P0,8,Not_Fulfilled,59.5,180.9,22.5,179.7,23.5,-7.3,4.7,Low,False,Reprocess attempt,24.15,10.75,1.38,2.27,38.55,2,2,True,True,Pass,False,False,False,,False
FF02_20260625_1068_RAJAS,FF02,Rajasthan Crop Belt,AgriSense,False,Vegetation,nightly_reprocess,1,False,2026-06-25 18:10:00,2026-06-25 22:37:38,2026-06-26 02:47:38,2026-06-26 09:30:38,2026-06-26 04:31:38,2026-06-26 02:10:00,2026-06-26 09:30:38,Clear,15.9,False,Captured,92.0,Pass_With_Note,Complete,Delivered,True,success,,True,,True,True,False,,Internal review,P0,8,Unknown,40.5,91.5,6.6,276.2,7.1,-4.5,-0.1,Medium,False,Manual QC comment missing,4.46,4.17,6.72,,10.36,1,1,False,False,Pass_With_Note,True,False,False,,False
FF01_20260625_1016_ANDHR,FF01,Andhra Aquaculture,AquaMaps,False,VNIR_FULL,default,3,True,2026-06-25 19:25:00,2026-06-27 08:51:05,2026-06-27 12:30:05,2026-06-27 16:22:05,2026-06-27 14:20:05,2026-06-26 19:25:00,2026-06-27 16:22:05,Clear,18.4,False,Captured,97.4,Pass,Complete,Processed_Pre_Delivery,False,inflight,Recovered after reprocess,True,,True,False,True,"delivery_signal_mismatch(upload=True,cvs/pstate=False)",Delayed,P2,24,Unknown,39.4,182.7,21.4,194.6,21.9,-7.3,-3.2,Medium,False,Reprocess attempt,37.43,3.65,3.87,,42.92,3,3,True,True,Fail,False,False,False,,False
FF03_20260625_1037_GUJAR,FF03,Gujarat Salt Pans,MineralsCo,False,Water/Coastal,science_debug,1,False,2026-06-25 21:10:00,2026-06-25 22:41:03,2026-06-26 04:58:03,2026-06-26 08:40:03,,2026-06-27 21:10:00,2026-06-26 08:40:03,Partly_Cloudy,39.9,False,Not_Captured,,Not_Applicable,No_Image,Non_Processable,True,nonproc,Target not captured,False,not_captured,False,False,False,,At risk,Standard,48,Fulfilled,51.2,196.1,9.0,152.7,9.2,-4.8,-4.3,Medium,False,Customer asked for quick update,1.52,6.28,3.7,,,1,1,False,False,Not_Applicable,False,False,False,,
FF03_20260626_1024_BENGA,FF03,Bengaluru Urban,Internal Demo,True,VNIR_FULL,manual_retry,1,False,,2026-06-26 09:53:11,2026-06-26 15:07:11,2026-06-26 15:34:11,2026-06-26 17:03:11,2026-06-28 04:25:00,2026-06-26 17:03:11,Partly_Cloudy,55.8,False,Captured,85.1,Pass,Complete,Delivered,True,success,,True,,True,True,False,,On track,Standard,48,Fulfilled,24.6,245.4,14.0,173.5,13.5,4.4,3.0,High,False,,,5.23,0.45,1.48,,1,1,False,False,Pass,True,False,False,,True
FF02_20260626_1051_ANDHR,FF02,Andhra Aquaculture,AquaMaps,False,Standard_RGB,manual_retry,1,False,2026-06-26 09:25:00,2026-06-26 10:57:39,2026-06-26 13:48:39,2026-06-26 15:38:39,,2026-06-28 09:25:00,2026-06-26 15:38:39,Partly_Cloudy,32.4,False,Captured,97.7,Pending,Complete,Delivered,True,success,,True,,False,True,True,"delivery_signal_mismatch(upload=False,cvs/pstate=True)",At risk,Standard,48,Fulfilled,23.1,242.7,14.2,3.6,14.7,-0.5,6.1,Low,False,Manual QC comment missing,1.54,2.85,1.83,,,1,1,False,False,Pending,False,True,False,91.08,
